"ID";"Nazwa";"Adresy URL zdjęcia (x,y,z...)";"Opis";"Cecha(Nazwa:Wartość:Pozycja:Indywidualne)";"Cena zawiera podatek. (brutto)";"ID reguły podatku";"Kategorie (x,y,z...)";"Marka";"Indeks #";"Podsumowanie";"Ilość"
"11";"Lampa Wisząca Chromowana Kule Metal";"https://light-home.pl/843-thickbox_default/lampa-wiszaca-kule.jpg,https://light-home.pl/3489-thickbox_default/lampa-wiszaca-kule.jpg,https://light-home.pl/3490-thickbox_default/lampa-wiszaca-kule.jpg,https://light-home.pl/3491-thickbox_default/lampa-wiszaca-kule.jpg,https://light-home.pl/3492-thickbox_default/lampa-wiszaca-kule.jpg,https://light-home.pl/3494-thickbox_default/lampa-wiszaca-kule.jpg,https://light-home.pl/3493-thickbox_default/lampa-wiszaca-kule.jpg,";"<p align=""left""><strong>Nowoczesna lampa wisząca metalowa 2 kule</strong></p>";"Materiały wykonania:Metal w powłoce chromowej:1,Kolor:Chrom:2,Wymiary:szerokość 50 [cm] wysokość max. 95 [cm] (możliwość regulacji):3,Wymiary Klosza:Średnica 18cm:4,Regulacja kąta światła:Nie:5,Zasilanie:~230 [V] / nie wymaga transformatora/ możliwość podłączenia pod podwójny przełącznik:6,Kompatybilne żarówki:LED / energooszczędna / zwykła / max 60W/ brak w zestawie:7,Rodzaj gwintu:żarówka gwint E27:8,Gwarancja:24 miesiące:9,Rodzaj klosza:Metalowy:10,Styl:Nowoczesny:11,Ilość źródeł światła:2 źródła:12,Regulacja wysokości:Tak:13,";"189,00 zł";"1";"49";"Light Home ";"BALL 18 1407/2/L";"BALL 18 1407/2/L";"10"
"12";"Lampa Wisząca Dekoracyjna Industrialna";"https://light-home.pl/3293-thickbox_default/lampa-wiszaca-dekoracyjna-industrialna.jpg,https://light-home.pl/3295-thickbox_default/lampa-wiszaca-dekoracyjna-industrialna.jpg,https://light-home.pl/3294-thickbox_default/lampa-wiszaca-dekoracyjna-industrialna.jpg,https://light-home.pl/3298-thickbox_default/lampa-wiszaca-dekoracyjna-industrialna.jpg,https://light-home.pl/3299-thickbox_default/lampa-wiszaca-dekoracyjna-industrialna.jpg,https://light-home.pl/3300-thickbox_default/lampa-wiszaca-dekoracyjna-industrialna.jpg,https://light-home.pl/3301-thickbox_default/lampa-wiszaca-dekoracyjna-industrialna.jpg,https://light-home.pl/3297-thickbox_default/lampa-wiszaca-dekoracyjna-industrialna.jpg,https://light-home.pl/3296-thickbox_default/lampa-wiszaca-dekoracyjna-industrialna.jpg,";"<p><strong>Lampa sufitowa Loft 5-płomienna trzy kolory</strong></p>";"Materiały wykonania:Metal malowany proszkowo:1,Kolor:Biały:2,Kolor:Czarny:3,Kolor:Grafit z brokatem:4,Wymiary:Wysokość całkowita 35 cm / szerokość 53 cm (wymiary bez żarówek):5,Wymiary Klosza:W zależności od wybranej żarówki:6,Regulacja kąta światła:Nie:7,Zasilanie:~230 [V] / nie wymaga transformatora/ możliwość podłączenia pod podwójny przełącznik:8,Kompatybilne żarówki:LED / energooszczędna / zwykła / max 60W/ brak w zestawie:9,Rodzaj gwintu:żarówka gwint E27:10,Gwarancja:24 miesiące:11,Styl:Nowoczesny:12,Ilość źródeł światła:5 źródeł:13,Regulacja wysokości:Nie:14,";"129,00 zł";"1";"42";"Light Home ";"";"";"10"
"13";"Nowoczesna Lampa Kinkiet Loft Miedź Chrom";"https://light-home.pl/1288-thickbox_default/nowoczesna-lampa-kinkiet-loft-miedz-chrom.jpg,https://light-home.pl/1286-thickbox_default/nowoczesna-lampa-kinkiet-loft-miedz-chrom.jpg,https://light-home.pl/1290-thickbox_default/nowoczesna-lampa-kinkiet-loft-miedz-chrom.jpg,https://light-home.pl/1289-thickbox_default/nowoczesna-lampa-kinkiet-loft-miedz-chrom.jpg,https://light-home.pl/1287-thickbox_default/nowoczesna-lampa-kinkiet-loft-miedz-chrom.jpg,https://light-home.pl/1291-thickbox_default/nowoczesna-lampa-kinkiet-loft-miedz-chrom.jpg,https://light-home.pl/3520-thickbox_default/nowoczesna-lampa-kinkiet-loft-miedz-chrom.jpg,https://light-home.pl/3521-thickbox_default/nowoczesna-lampa-kinkiet-loft-miedz-chrom.jpg,https://light-home.pl/3522-thickbox_default/nowoczesna-lampa-kinkiet-loft-miedz-chrom.jpg,https://light-home.pl/3523-thickbox_default/nowoczesna-lampa-kinkiet-loft-miedz-chrom.jpg,";"<p><strong>Kinkiet Loft Miedź Chrom</strong></p>";"Materiały wykonania:Metal malowany proszkowo:1,Kolor:Czarny-miedź:2,Kolor:Czarny:3,Kolor:Czarny-chrom:4,Wymiary:Wysokość całkowita 12 cm / szerokość 15 cm (wymiary bez żarówek):5,Wymiary Klosza:W zależności od wybranej żarówki:6,Regulacja kąta światła:Nie:7,Zasilanie: ~230[V]/ nie wymaga transformatora:8,Kompatybilne żarówki:LED / energooszczędna / zwykła / max 60W/ brak w zestawie:9,Rodzaj gwintu:żarówka gwint E27:10,Gwarancja:24 miesiące:11,Styl:Nowoczesny:12,Ilość źródeł światła:1 źródło:13,Regulacja wysokości:Nie:14,";"39,00 zł";"1";"41";"Light Home ";"";"";"10"
"14";"Lampa Sufitowa Plafon Loft Retro";"https://light-home.pl/1298-thickbox_default/lampa-sufitowa-plafon-loft-retro.jpg,https://light-home.pl/1299-thickbox_default/lampa-sufitowa-plafon-loft-retro.jpg,https://light-home.pl/1300-thickbox_default/lampa-sufitowa-plafon-loft-retro.jpg,https://light-home.pl/4475-thickbox_default/lampa-sufitowa-plafon-loft-retro.jpg,https://light-home.pl/4477-thickbox_default/lampa-sufitowa-plafon-loft-retro.jpg,https://light-home.pl/4476-thickbox_default/lampa-sufitowa-plafon-loft-retro.jpg,https://light-home.pl/4478-thickbox_default/lampa-sufitowa-plafon-loft-retro.jpg,";"<p><strong>Lampa sufitowa plafon w stylu retro</strong><br><br/>Wyjątkowy design plafonu nada Twoim wnętrzom niepowtarzalnego charakteru. Klosz odsłaniający żarówkę to nowoczesne rozwiązanie, dzięki któremu pomieszczenie jest w pełni oświetlone, a także pełni funkcję niezwykłej, przyciągającej uwagę ozdoby.</br></p>";"Materiały wykonania:Metal malowany proszkowo:1,Kolor:Biały:2,Kolor:Czarny:3,Kolor:Grafit z brokatem:4,Wymiary:Wysokość całkowita 30 cm / szerokość 23 cm:5,Regulacja kąta światła:Nie:6,Zasilanie: ~230[V]/ nie wymaga transformatora:7,Kompatybilne żarówki:LED / energooszczędna / zwykła / max 60W/ brak w zestawie:8,Rodzaj gwintu:żarówka gwint E27:9,Gwarancja:24 miesiące:10,Rodzaj klosza:Metalowy:11,Styl:Nowoczesny:12,Styl:Loft:13,Styl:Retro:14,Ilość źródeł światła:1 źródło:15,Regulacja wysokości:Nie:16,";"50,00 zł";"1";"44";"Light Home ";"";"";"10"
"15";"Lampa Wisząca z Abażurem Nowoczesna Stylowa";"https://light-home.pl/1765-thickbox_default/lampa-z-abazurem-nowoczesna-stylowa-wiszaca.jpg,https://light-home.pl/1766-thickbox_default/lampa-z-abazurem-nowoczesna-stylowa-wiszaca.jpg,https://light-home.pl/1767-thickbox_default/lampa-z-abazurem-nowoczesna-stylowa-wiszaca.jpg,https://light-home.pl/1768-thickbox_default/lampa-z-abazurem-nowoczesna-stylowa-wiszaca.jpg,https://light-home.pl/1769-thickbox_default/lampa-z-abazurem-nowoczesna-stylowa-wiszaca.jpg,https://light-home.pl/1764-thickbox_default/lampa-z-abazurem-nowoczesna-stylowa-wiszaca.jpg,https://light-home.pl/1770-thickbox_default/lampa-z-abazurem-nowoczesna-stylowa-wiszaca.jpg,https://light-home.pl/1771-thickbox_default/lampa-z-abazurem-nowoczesna-stylowa-wiszaca.jpg,https://light-home.pl/1772-thickbox_default/lampa-z-abazurem-nowoczesna-stylowa-wiszaca.jpg,https://light-home.pl/1773-thickbox_default/lampa-z-abazurem-nowoczesna-stylowa-wiszaca.jpg,https://light-home.pl/1774-thickbox_default/lampa-z-abazurem-nowoczesna-stylowa-wiszaca.jpg,https://light-home.pl/1775-thickbox_default/lampa-z-abazurem-nowoczesna-stylowa-wiszaca.jpg,https://light-home.pl/5241-thickbox_default/lampa-z-abazurem-nowoczesna-stylowa-wiszaca.jpg,https://light-home.pl/5242-thickbox_default/lampa-z-abazurem-nowoczesna-stylowa-wiszaca.jpg,https://light-home.pl/4152-thickbox_default/lampa-z-abazurem-nowoczesna-stylowa-wiszaca.jpg,https://light-home.pl/4151-thickbox_default/lampa-z-abazurem-nowoczesna-stylowa-wiszaca.jpg,";"<p><strong>Lampa wisząca z podwójnym abażurem wiele kolorów</strong></p>";"Materiały wykonania:Metal:1,Materiały wykonania:Abażur z materiału:2,Kolor:Czarny:3,Kolor:Transparentny:4,Kolor:Biały:5,Wymiary:Wysokość całkowita(regulowana) do 95 cm / szerokość 40cm:6,Wymiary Klosza:Średnica góra 40 cm/ dół 30 cm/ wysokość 23 cm:7,Regulacja kąta światła:Nie:8,Zasilanie: ~230[V]/ nie wymaga transformatora:9,Kompatybilne żarówki:LED / energooszczędna / zwykła / max 60W/ brak w zestawie:10,Rodzaj gwintu:żarówka gwint E27:11,Gwarancja:24 miesiące:12,Styl:Nowoczesny:13,Kształt abażura:Okrągły:14,Ilość źródeł światła:1 źródło:15,Regulacja wysokości:Tak:16,";"99,00 zł";"1";"42";"Light Home ";"";"";"10"
"16";"Lampa Plafon Reflektor Dwa Kolory";"https://light-home.pl/6405-thickbox_default/lampa-sufitowa-plafon-reflektor.jpg,https://light-home.pl/6406-thickbox_default/lampa-sufitowa-plafon-reflektor.jpg,https://light-home.pl/6408-thickbox_default/lampa-sufitowa-plafon-reflektor.jpg,https://light-home.pl/6407-thickbox_default/lampa-sufitowa-plafon-reflektor.jpg,";"<p><strong>Lampa 2-punktowa plafon reflektor</strong></p>";"Materiały wykonania:Metal malowany proszkowo:1,Kolor:Biały:2,Kolor:Czarny:3,Wymiary:Wysokość całkowita 8/5 cm / szerokość 15/5 x 31 cm:4,Regulacja kąta światła:Tak:5,Zasilanie:~230 [V] / nie wymaga transformatora/ możliwość podłączenia pod podwójny przełącznik:6,Kompatybilne żarówki:AR111 GU10 / max 9W / żarówki w zestawie:7,Rodzaj gwintu:żarówka gwint AR111 GU10:8,Gwarancja:24 miesiące:9,Styl:Nowoczesny:10,Ilość źródeł światła:2 źródła:11,Regulacja wysokości:Nie:12,Żarówki w zestawie:Tak:14,";"239,00 zł";"1";"15";"Light Home ";"";"";"10"
"17";"Lampa Aluminiowa Nowoczesny Kwadratowy Kinkiet";"https://light-home.pl/2182-thickbox_default/lampa-kinkiet-metalowa-stylowa.jpg,https://light-home.pl/2181-thickbox_default/lampa-kinkiet-metalowa-stylowa.jpg,https://light-home.pl/2183-thickbox_default/lampa-kinkiet-metalowa-stylowa.jpg,https://light-home.pl/2179-thickbox_default/lampa-kinkiet-metalowa-stylowa.jpg,https://light-home.pl/2178-thickbox_default/lampa-kinkiet-metalowa-stylowa.jpg,https://light-home.pl/2180-thickbox_default/lampa-kinkiet-metalowa-stylowa.jpg,https://light-home.pl/2241-thickbox_default/lampa-kinkiet-metalowa-stylowa.jpg,https://light-home.pl/2242-thickbox_default/lampa-kinkiet-metalowa-stylowa.jpg,https://light-home.pl/3965-thickbox_default/lampa-kinkiet-metalowa-stylowa.jpg,https://light-home.pl/3966-thickbox_default/lampa-kinkiet-metalowa-stylowa.jpg,";"<p><strong>Stylowy kwadratowy kinkiet w trzech kolorach</strong></p>";"Materiały wykonania:Aluminium malowane proszkowo:1,Kolor:Biały:2,Kolor:Czarny:3,Kolor:Szary:4,Wymiary:Wysokość 10 cm / szerokość 10 cm / odległość od ściany 2 cm:5,Regulacja kąta światła:Nie:6,Zasilanie: ~230[V]/ nie wymaga transformatora:7,Kompatybilne żarówki: LED / halogen / max 20W / brak w zestawie:8,Rodzaj gwintu:żarówka gwint G9:9,Gwarancja:24 miesiące:10,Styl:Nowoczesny:11,Ilość źródeł światła:1 źródło:12,Regulacja wysokości:Nie:13,";"55,00 zł";"1";"24";"Light Home ";"";"";"10"
"18";"Nowoczesna Lampa Sufitowa Plafon Kinkiet Reflektor";"https://light-home.pl/6436-thickbox_default/lampa-kinkiet-plafon-reflektor.jpg,https://light-home.pl/6437-thickbox_default/lampa-kinkiet-plafon-reflektor.jpg,https://light-home.pl/6439-thickbox_default/lampa-kinkiet-plafon-reflektor.jpg,https://light-home.pl/6440-thickbox_default/lampa-kinkiet-plafon-reflektor.jpg,https://light-home.pl/6441-thickbox_default/lampa-kinkiet-plafon-reflektor.jpg,https://light-home.pl/6438-thickbox_default/lampa-kinkiet-plafon-reflektor.jpg,";"<p><strong>Lampa 2-punktowa reflektor kinkiet</strong></p>";"Materiały wykonania:Metal malowany proszkowo:1,Kolor:Biały:2,Kolor:Czarny:3,Wymiary:Wysokość całkowita 22 cm / szerokość 30 cm:4,Regulacja kąta światła:Tak/ pod dowolnym kątem i kierunkiem:5,Zasilanie:~230 [V] / nie wymaga transformatora/ możliwość podłączenia pod podwójny przełącznik:6,Kompatybilne żarówki:AR111 GU10 / max 9W / żarówki w zestawie:7,Rodzaj gwintu:żarówka gwint AR111 GU10:8,Gwarancja:24 miesiące:9,Styl:Nowoczesny:10,Ilość źródeł światła:2 źródła:11,Regulacja wysokości:Nie:12,Żarówki w zestawie:Tak:13,";"179,00 zł";"1";"15";"Light Home ";"";"";"10"
"19";"Oryginalna Lampa Loft Edison Miedziana Industrialna";"https://light-home.pl/2052-thickbox_default/oryginalna-lampa-loft-5-punktowa-edison-miedziana.jpg,https://light-home.pl/4038-thickbox_default/oryginalna-lampa-loft-5-punktowa-edison-miedziana.jpg,https://light-home.pl/4041-thickbox_default/oryginalna-lampa-loft-5-punktowa-edison-miedziana.jpg,https://light-home.pl/4040-thickbox_default/oryginalna-lampa-loft-5-punktowa-edison-miedziana.jpg,https://light-home.pl/4039-thickbox_default/oryginalna-lampa-loft-5-punktowa-edison-miedziana.jpg,";"<p><strong>Lampa sufitowa Loft Miedziana 5-płomienna</strong></p>";"Materiały wykonania:Metal w powłoce miedzianej:1,Kolor:Miedź:2,Wymiary:Wysokość całkowita 35 cm / szerokość 53 cm (wymiary bez żarówek):3,Wymiary Klosza:W zależności od wybranej żarówki:4,Regulacja kąta światła:Nie:5,Zasilanie:~230 [V] / nie wymaga transformatora/ możliwość podłączenia pod podwójny przełącznik:6,Kompatybilne żarówki:LED / energooszczędna / zwykła / max 60W/ brak w zestawie:7,Rodzaj gwintu:żarówka gwint E27:8,Gwarancja:24 miesiące:9,Styl:Nowoczesny:10,Ilość źródeł światła:5 źródeł:11,Regulacja wysokości:Nie:12,";"149,00 zł";"1";"29";"Light Home ";"EDISON 1426/5";"EDISON 1426/5";"10"
"20";"Lampa Sufitowa Plafon Reflektor";"https://light-home.pl/6400-thickbox_default/lampa-sufitowa-plafon-reflektor.jpg,https://light-home.pl/6401-thickbox_default/lampa-sufitowa-plafon-reflektor.jpg,https://light-home.pl/6404-thickbox_default/lampa-sufitowa-plafon-reflektor.jpg,https://light-home.pl/6403-thickbox_default/lampa-sufitowa-plafon-reflektor.jpg,";"<p><strong>Lampa sufitowa 1-płomienna reflektor</strong></p>";"Materiały wykonania:Metal malowany proszkowo:1,Kolor:Biały:2,Kolor:Czarny:3,Wymiary:Wysokość całkowita 8/5 cm / szerokość 15/5 x 15/5 cm:4,Regulacja kąta światła:Tak:5,Zasilanie: ~230[V]/ nie wymaga transformatora:6,Kompatybilne żarówki:AR111 GU10 / max 9W / żarówki w zestawie:7,Rodzaj gwintu:żarówka gwint AR111 GU10:8,Gwarancja:24 miesiące:9,Styl:Nowoczesny:10,Ilość źródeł światła:1 źródło:11,Regulacja wysokości:Nie:12,Żarówki w zestawie:Tak:14,";"149,00 zł";"1";"15";"Light Home ";"";"";"10"
"21";"Kolorowa Lampa Wisząca Metalowa";"https://light-home.pl/1094-thickbox_default/lampa-wiszaca-metalowa-oprawa-sufitowa-nowoczesna-zwis.jpg,https://light-home.pl/1093-thickbox_default/lampa-wiszaca-metalowa-oprawa-sufitowa-nowoczesna-zwis.jpg,https://light-home.pl/3679-thickbox_default/lampa-wiszaca-metalowa-oprawa-sufitowa-nowoczesna-zwis.jpg,https://light-home.pl/3680-thickbox_default/lampa-wiszaca-metalowa-oprawa-sufitowa-nowoczesna-zwis.jpg,https://light-home.pl/3681-thickbox_default/lampa-wiszaca-metalowa-oprawa-sufitowa-nowoczesna-zwis.jpg,https://light-home.pl/3682-thickbox_default/lampa-wiszaca-metalowa-oprawa-sufitowa-nowoczesna-zwis.jpg,https://light-home.pl/4550-thickbox_default/lampa-wiszaca-metalowa-oprawa-sufitowa-nowoczesna-zwis.jpg,https://light-home.pl/4551-thickbox_default/lampa-wiszaca-metalowa-oprawa-sufitowa-nowoczesna-zwis.jpg,";"<p><strong>Metalowa Lampa wisząca wiele kolorów <br/></strong><br/>Prosta, ale elegancka lampa wprowadzi mnóstwo nowoczesności i wyjątkowego klimatu do Twoich wnętrz. Do wyboru kolor biały lub czarny, dzięki czemu z łatwością dobierzesz lampę idealnie pasującą do Twojego stylu.<br/><br/><strong>Gdzie najlepiej prezentuje się lampa wisząca?<br/></strong><br/>Dzięki klasycznemu stylowi lampy pasuje ona do wielu pomieszczeń. Może pełnić funkcje oświetlenia kuchennego, pokojowego, biurowego czy salonowego. Lampa w stonowanych kolorach fantastycznie skontrastuje wnętrze o jasnych, intensywnych barwach.<br/><br/><strong>Z jakich materiałów została stworzona nowoczesna lampa?<br/></strong><br/>Oświetlenie sufitowe zostało w całości wykonane z metalu, dzięki czemu masz pewność, że lampa będzie pełnić swoją funkcję przez bardzo długi czas. Dodatkowo lampa posiada możliwość regulacji wysokości, przez co idealnie dopasujesz ją do każdego rozmiaru pomieszczenia. Żyrandol posiada wiele opcji zasilania, w tym oświetlenie LED.</p>";"Materiały wykonania:Metal malowany proszkowo:1,Kolor:Biały:2,Kolor:Czarny:3,Wymiary:Wysokość całkowita(regulowana) do 95cm / szerokość 19cm:4,Wymiary Klosza:średnica podstawy 19cm / wysokość 24cm:5,Regulacja kąta światła:Nie:6,Zasilanie: ~230[V]/ nie wymaga transformatora:7,Kompatybilne żarówki:LED / energooszczędna / zwykła / max 60W/ brak w zestawie:8,Rodzaj gwintu:żarówka gwint E27:9,Gwarancja:24 miesiące:10,Rodzaj klosza:Metalowy:11,Styl:Nowoczesny:12,Ilość źródeł światła:1 źródło:13,Regulacja wysokości:Tak:14,";"79,00 zł";"1";"42";"Light Home ";"";"";"10"
"22";"Nowoczesna Lampa Wisząca Loft Różne Klosze";"https://light-home.pl/2600-thickbox_default/nowoczesna-lampa-wiszaca-loft-rozne-klosze.jpg,https://light-home.pl/2607-thickbox_default/nowoczesna-lampa-wiszaca-loft-rozne-klosze.jpg,https://light-home.pl/2605-thickbox_default/nowoczesna-lampa-wiszaca-loft-rozne-klosze.jpg,https://light-home.pl/2601-thickbox_default/nowoczesna-lampa-wiszaca-loft-rozne-klosze.jpg,https://light-home.pl/2608-thickbox_default/nowoczesna-lampa-wiszaca-loft-rozne-klosze.jpg,https://light-home.pl/2604-thickbox_default/nowoczesna-lampa-wiszaca-loft-rozne-klosze.jpg,https://light-home.pl/2609-thickbox_default/nowoczesna-lampa-wiszaca-loft-rozne-klosze.jpg,https://light-home.pl/2606-thickbox_default/nowoczesna-lampa-wiszaca-loft-rozne-klosze.jpg,https://light-home.pl/3673-thickbox_default/nowoczesna-lampa-wiszaca-loft-rozne-klosze.jpg,https://light-home.pl/3674-thickbox_default/nowoczesna-lampa-wiszaca-loft-rozne-klosze.jpg,https://light-home.pl/3918-thickbox_default/nowoczesna-lampa-wiszaca-loft-rozne-klosze.jpg,https://light-home.pl/3919-thickbox_default/nowoczesna-lampa-wiszaca-loft-rozne-klosze.jpg,https://light-home.pl/12742-thickbox_default/nowoczesna-lampa-wiszaca-loft-rozne-klosze.jpg,https://light-home.pl/3917-thickbox_default/nowoczesna-lampa-wiszaca-loft-rozne-klosze.jpg,https://light-home.pl/3920-thickbox_default/nowoczesna-lampa-wiszaca-loft-rozne-klosze.jpg,";"<p><strong>Pojedyncza lampa wisząca w industrialnym stylu</strong></p>";"Materiały wykonania:Metal malowany proszkowo:1,Kolor:Biały:2,Kolor:Czarny:3,Wymiary:Szerokość w zależności od wybranego klosza / wysokość całkowita (regulowana) 80 cm:4,Regulacja kąta światła:Nie:5,Zasilanie: ~230[V]/ nie wymaga transformatora:6,Kompatybilne żarówki:LED / energooszczędna / zwykła / max 60W/ brak w zestawie:7,Rodzaj gwintu:żarówka gwint E27:8,Gwarancja:24 miesiące:9,Rodzaj klosza:Metalowy:10,Styl:Loft:11,Styl:Nowoczesny:12,Ilość źródeł światła:1 źródło:13,Regulacja wysokości:Tak:14,";"59,00 zł";"1";"52";"Light Home ";"";"";"10"
"23";"Nowoczesna Lampa Wisząca Loft Retro";"https://light-home.pl/1304-thickbox_default/nowoczesna-lampa-wiszaca-4-plomienna-loft-retro.jpg,https://light-home.pl/1305-thickbox_default/nowoczesna-lampa-wiszaca-4-plomienna-loft-retro.jpg,https://light-home.pl/1306-thickbox_default/nowoczesna-lampa-wiszaca-4-plomienna-loft-retro.jpg,https://light-home.pl/4472-thickbox_default/nowoczesna-lampa-wiszaca-4-plomienna-loft-retro.jpg,https://light-home.pl/4473-thickbox_default/nowoczesna-lampa-wiszaca-4-plomienna-loft-retro.jpg,https://light-home.pl/4471-thickbox_default/nowoczesna-lampa-wiszaca-4-plomienna-loft-retro.jpg,https://light-home.pl/4474-thickbox_default/nowoczesna-lampa-wiszaca-4-plomienna-loft-retro.jpg,";"<p><strong>Lampa wisząca z dwoma źródłami światła w stylu retro</strong></p>";"Materiały wykonania:Metal malowany proszkowo:1,Kolor:Biały:2,Kolor:Czarny:3,Kolor:Grafit z brokatem:4,Wymiary:Wysokość całkowita 100 cm - regulowana / szerokość 56 cm:5,Regulacja kąta światła:Nie:6,Zasilanie:~230 [V] / nie wymaga transformatora/ możliwość podłączenia pod podwójny przełącznik:7,Kompatybilne żarówki:LED / energooszczędna / zwykła / max 60W/ brak w zestawie:8,Rodzaj gwintu:żarówka gwint E27:9,Gwarancja:24 miesiące:10,Rodzaj klosza:Metalowy:11,Styl:Nowoczesny:12,Ilość źródeł światła:2 źródła:13,Regulacja wysokości:Tak:14,";"99,00 zł";"1";"10";"Light Home ";"";"";"10"
"24";"Oryginalna Lampa Wisząca Industrialna Loft";"https://light-home.pl/1301-thickbox_default/oryginalna-lampa-wiszaca-3-plomienna-loft.jpg,https://light-home.pl/1302-thickbox_default/oryginalna-lampa-wiszaca-3-plomienna-loft.jpg,https://light-home.pl/1303-thickbox_default/oryginalna-lampa-wiszaca-3-plomienna-loft.jpg,https://light-home.pl/3548-thickbox_default/oryginalna-lampa-wiszaca-3-plomienna-loft.jpg,https://light-home.pl/3549-thickbox_default/oryginalna-lampa-wiszaca-3-plomienna-loft.jpg,https://light-home.pl/3550-thickbox_default/oryginalna-lampa-wiszaca-3-plomienna-loft.jpg,https://light-home.pl/3551-thickbox_default/oryginalna-lampa-wiszaca-3-plomienna-loft.jpg,https://light-home.pl/3552-thickbox_default/oryginalna-lampa-wiszaca-3-plomienna-loft.jpg,https://light-home.pl/3553-thickbox_default/oryginalna-lampa-wiszaca-3-plomienna-loft.jpg,";"<p><strong>Lampa wisząca 3-płomienna Edison Loft</strong></p>";"Materiały wykonania:Metal malowany proszkowo:1,Kolor:Biały:2,Kolor:Czarny:3,Kolor:Grafit z brokatem:4,Wymiary:wysokość całkowita 100 cm - regulowana / szerokość 76 cm:5,Regulacja kąta światła:Nie:6,Zasilanie:~230 [V] / nie wymaga transformatora/ możliwość podłączenia pod podwójny przełącznik:7,Kompatybilne żarówki:LED / energooszczędna / zwykła / max 60W/ brak w zestawie:8,Rodzaj gwintu:żarówka gwint E27:9,Gwarancja:24 miesiące:10,Rodzaj klosza:Metalowy:11,Styl:Nowoczesny:12,Styl:Loft:13,Ilość źródeł światła:3 źródła:14,Regulacja wysokości:Tak:15,";"119,00 zł";"1";"10";"Light Home ";"";"";"10"
"25";"Kinkiet Loft Kula Chrom";"https://light-home.pl/960-thickbox_default/kinkier-kule-01-chrom.jpg,https://light-home.pl/4635-thickbox_default/kinkier-kule-01-chrom.jpg,https://light-home.pl/1629-thickbox_default/kinkier-kule-01-chrom.jpg,https://light-home.pl/4637-thickbox_default/kinkier-kule-01-chrom.jpg,https://light-home.pl/4636-thickbox_default/kinkier-kule-01-chrom.jpg,";"<p><strong>Metalowa lampa kinkiet kula chrom <br/></strong><br/>Nowoczesny i ponadczasowy design kinkietu sprawi, że Twoje wnętrza będą zachwycać wyjątkowym stylem. Metaliczny połysk lampy będzie idealnie komponował się z każda aranżacją.<br/><br/><strong>Do jakich wnętrz pasuje nowoczesna lampa?<br/></strong><br/>Oświetlenie będzie świetną lampą do biura, kuchni, salonu czy jadalni. Kombinacji, jakie można stworzyć z lampą ścienną, jest całe mnóstwo. A to wszystko dzięki jej uniwersalnej barwie, która dopasowuje się do każdego stylu – od nowoczesnych po klasyczne wnętrza.<br/><br/><strong>Jakie zalety posiada prezentowana lampa?<br/></strong><br/>Oświetlenie sufitowe wykonane jest z metalu w powłoce chromowej, dzięki czemu jest bardzo wytrzymałe. Kinkiet może być zasilany różnymi rodzajami światła, na przykład żarówkami LED.</p>";"Materiały wykonania:Metal w powłoce chromowej:1,Kolor:Chrom:2,Wymiary:Wysokość całkowita 18cm / szerokość 24cm:3,Wymiary Klosza:Średnica 18cm:4,Regulacja kąta światła:Nie:5,Zasilanie: ~230[V]/ nie wymaga transformatora:6,Kompatybilne żarówki:LED / energooszczędna / zwykła / max 60W/ brak w zestawie:7,Rodzaj gwintu:żarówka gwint E27:8,Gwarancja:24 miesiące:9,Rodzaj klosza:Metalowy:10,Styl:Nowoczesny:11,Ilość źródeł światła:1 źródło:12,Regulacja wysokości:Nie:13,";"104,40 zł";"1";"43";"Light Home ";"BALL 18 1407/K";"BALL 18 1407/K";"10"
